FIPS,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
26163,1.0,4.0,-3.0,-3.0,1.0,-1.0,-5.0,5.0,7.0,-1.0,3.0,-10.0,-4.0,0.0,7.0,11.0,3.0,10.0,7.0,7.0,-5.0,10.0,12.0,5.0,3.0,17.0,31.0,33.0,18.0,14.0,25.0,12.0,6.0,12.0,7.0,0.0,-13.0,13.0,-29.0,-19.0,-23.0,-24.0,-28.0,-25.0,-25.0,-22.0,-14.0,-14.0,-14.0,-22.0,-22.0,-22.0,-23.0,-15.0,-18.0,-19.0,-11.0
36029,-2.0,0.0,-2.0,-4.0,-3.0,-2.0,-5.0,0.0,6.0,2.0,3.0,17.0,-19.0,-5.0,0.0,10.0,4.0,10.0,8.0,9.0,0.0,9.0,12.0,9.0,3.0,13.0,31.0,28.0,21.0,20.0,30.0,14.0,7.0,5.0,3.0,-7.0,-18.0,-24.0,-17.0,-15.0,-16.0,-17.0,-24.0,-23.0,-25.0,-18.0,-9.0,-11.0,-14.0,-16.0,-20.0,-14.0,-1.0,1.0,0.0,-1.0,12.0
01117,3.0,0.0,-1.0,-5.0,1.0,-3.0,-2.0,2.0,-2.0,-6.0,1.0,2.0,0.0,2.0,8.0,6.0,0.0,8.0,-6.0,5.0,3.0,8.0,6.0,4.0,6.0,8.0,25.0,38.0,27.0,12.0,21.0,19.0,8.0,10.0,5.0,-3.0,-19.0,-16.0,-10.0,-11.0,-12.0,-11.0,-13.0,-20.0,-17.0,-13.0,-7.0,-6.0,2.0,2.0,-27.0,-20.0,-20.0,-18.0,-12.0,-10.0,-4.0
25027,-7.0,-6.0,0.0,-10.0,-3.0,-2.0,-7.0,-5.0,0.0,0.0,-2.0,1.0,0.0,0.0,-3.0,3.0,4.0,6.0,3.0,5.0,0.0,0.0,3.0,6.0,7.0,15.0,31.0,31.0,12.0,4.0,20.0,3.0,4.0,0.0,14.0,-6.0,-17.0,-9.0,-21.0,-23.0,-15.0,-18.0,-25.0,-36.0,-23.0,-19.0,-12.0,-14.0,-19.0,-22.0,-29.0,-18.0,-19.0,-20.0,-22.0,-13.0,-12.0
01089,1.0,-3.0,1.0,-7.0,4.0,-9.0,1.0,2.0,0.0,-5.0,5.0,4.0,4.0,6.0,8.0,6.0,3.0,11.0,6.0,5.0,6.0,8.0,5.0,8.0,7.0,12.0,31.0,42.0,31.0,8.0,21.0,14.0,11.0,11.0,6.0,2.0,-11.0,-8.0,-15.0,-5.0,-6.0,-2.0,-5.0,-17.0,-15.0,-14.0,-1.0,-3.0,11.0,4.0,-28.0,-20.0,-16.0,-14.0,-10.0,-8.0,-5.0
01097,3.0,-1.0,1.0,3.0,4.0,-4.0,5.0,11.0,15.0,6.0,4.0,7.0,6.0,7.0,8.0,13.0,7.0,16.0,1.0,8.0,4.0,5.0,10.0,7.0,9.0,10.0,21.0,26.0,27.0,29.0,26.0,24.0,20.0,20.0,15.0,11.0,4.0,2.0,-1.0,-3.0,-2.0,0.0,0.0,-11.0,-11.0,-9.0,8.0,1.0,5.0,-1.0,-10.0,-8.0,-9.0,-5.0,-4.0,-5.0,6.0
25013,-4.0,-5.0,-4.0,-11.0,-5.0,-3.0,-6.0,-4.0,0.0,0.0,-4.0,-1.0,1.0,3.0,-2.0,6.0,8.0,9.0,5.0,11.0,1.0,3.0,7.0,8.0,8.0,14.0,28.0,33.0,26.0,14.0,25.0,5.0,7.0,7.0,21.0,2.0,-11.0,-14.0,-16.0,-18.0,-8.0,-12.0,-20.0,-28.0,-18.0,-15.0,3.0,0.0,-5.0,-11.0,-18.0,-10.0,-12.0,-10.0,-11.0,-4.0,1.0
25009,-7.0,-6.0,-5.0,-14.0,-5.0,-4.0,-7.0,-6.0,-2.0,0.0,-6.0,-2.0,-3.0,-1.0,-2.0,0.0,3.0,7.0,2.0,5.0,-1.0,-1.0,0.0,4.0,4.0,12.0,34.0,28.0,10.0,4.0,11.0,-2.0,0.0,-6.0,6.0,-8.0,-20.0,-11.0,-23.0,-28.0,-22.0,-21.0,-25.0,-39.0,-27.0,-22.0,-17.0,-20.0,-24.0,-20.0,-28.0,-19.0,-23.0,-24.0,-29.0,-19.0,-15.0
36119,-9.0,-11.0,-4.0,-8.0,-7.0,-7.0,-8.0,-4.0,-4.0,-3.0,-5.0,-2.0,-3.0,-4.0,-3.0,-1.0,2.0,3.0,6.0,6.0,-3.0,0.0,-4.0,2.0,4.0,5.0,18.0,20.0,11.0,1.0,18.0,10.0,6.0,-1.0,9.0,-3.0,-22.0,-38.0,-17.0,-25.0,-18.0,-19.0,-32.0,-37.0,-24.0,-22.0,-18.0,-19.0,-23.0,-23.0,-34.0,-22.0,-1.0,-4.0,-5.0,-2.0,0.0
01125,3.0,1.0,0.0,-5.0,3.0,-3.0,-4.0,5.0,-1.0,-1.0,3.0,8.0,8.0,5.0,12.0,9.0,8.0,13.0,1.0,9.0,3.0,9.0,9.0,10.0,9.0,11.0,24.0,31.0,24.0,7.0,16.0,19.0,14.0,13.0,5.0,2.0,-14.0,-6.0,-2.0,1.0,-1.0,8.0,-1.0,-14.0,-15.0,-13.0,6.0,1.0,7.0,6.0,-18.0,-7.0,-12.0,-5.0,-4.0,-5.0,5.0
25005,-4.0,-5.0,-2.0,-7.0,-2.0,0.0,-5.0,-2.0,0.0,-1.0,-1.0,1.0,1.0,3.0,1.0,7.0,5.0,8.0,6.0,7.0,2.0,3.0,6.0,6.0,7.0,10.0,30.0,38.0,23.0,10.0,26.0,6.0,7.0,8.0,25.0,4.0,-14.0,-6.0,-15.0,-20.0,-10.0,-14.0,-18.0,-32.0,-19.0,-15.0,-8.0,-7.0,-16.0,-12.0,-23.0,-13.0,-13.0,-14.0,-15.0,-6.0,0.0
25021,-5.0,-7.0,3.0,-11.0,-4.0,-3.0,-6.0,-2.0,2.0,-1.0,-3.0,-1.0,0.0,1.0,2.0,5.0,4.0,5.0,4.0,7.0,3.0,7.0,6.0,9.0,13.0,20.0,42.0,40.0,20.0,6.0,19.0,1.0,6.0,0.0,20.0,-3.0,-20.0,-6.0,-17.0,-23.0,-16.0,-16.0,-23.0,-37.0,-23.0,-17.0,-15.0,-16.0,-21.0,-17.0,-28.0,-17.0,-18.0,-21.0,-25.0,-14.0,-11.0
02020,3.0,3.0,0.0,-1.0,-3.0,4.0,-2.0,3.0,5.0,3.0,2.0,6.0,8.0,6.0,10.0,15.0,7.0,11.0,9.0,8.0,3.0,12.0,6.0,5.0,8.0,10.0,24.0,20.0,20.0,16.0,27.0,10.0,6.0,6.0,8.0,5.0,-1.0,-10.0,-13.0,-14.0,-11.0,-15.0,-17.0,-25.0,-15.0,-14.0,-7.0,-13.0,-12.0,-11.0,-13.0,-12.0,-14.0,-13.0,-10.0,-9.0,-4.0
04013,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-5.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,6.0,3.0,5.0,6.0,4.0,3.0,3.0,2.0,2.0,0.0,2.0,15.0,21.0,18.0,14.0,22.0,18.0,5.0,8.0,5.0,-2.0,-11.0,-10.0,-10.0,-13.0,-13.0,-14.0,-15.0,-18.0,-7.0,-10.0,-17.0,-16.0,-15.0,-17.0,-21.0,-19.0,-17.0,-18.0,-16.0,-15.0,-13.0
35001,10.0,10.0,6.0,8.0,8.0,4.0,6.0,3.0,1.0,5.0,4.0,9.0,9.0,12.0,13.0,15.0,11.0,18.0,15.0,13.0,12.0,13.0,9.0,12.0,13.0,23.0,37.0,43.0,23.0,13.0,24.0,19.0,18.0,10.0,10.0,-1.0,-8.0,10.0,-14.0,-16.0,-21.0,-15.0,-20.0,-22.0,-18.0,-12.0,-9.0,-11.0,-6.0,-15.0,-17.0,-12.0,-11.0,-13.0,-12.0,-9.0,-12.0
18097,1.0,-1.0,-6.0,-2.0,0.0,-3.0,-2.0,5.0,2.0,-5.0,1.0,1.0,0.0,0.0,6.0,7.0,1.0,11.0,8.0,6.0,-1.0,8.0,5.0,4.0,4.0,7.0,21.0,23.0,5.0,2.0,17.0,12.0,2.0,7.0,7.0,0.0,-18.0,1.0,0.0,-22.0,-21.0,-22.0,-24.0,-27.0,-20.0,-19.0,-14.0,-13.0,-11.0,-16.0,-22.0,-19.0,-12.0,-13.0,-15.0,-12.0,-5.0
18003,5.0,6.0,0.0,-4.0,-1.0,-2.0,-2.0,7.0,7.0,-2.0,3.0,-11.0,-4.0,0.0,11.0,11.0,2.0,5.0,2.0,5.0,-1.0,12.0,11.0,5.0,4.0,5.0,18.0,24.0,16.0,8.0,26.0,11.0,3.0,8.0,8.0,-2.0,-18.0,7.0,-3.0,-30.0,-28.0,-27.0,-29.0,-36.0,-23.0,-23.0,-20.0,-16.0,-17.0,-20.0,-23.0,-17.0,-19.0,-18.0,-16.0,-18.0,-12.0
18057,2.0,3.0,-1.0,1.0,1.0,-2.0,5.0,8.0,8.0,-5.0,3.0,-5.0,0.0,2.0,10.0,8.0,2.0,5.0,3.0,5.0,6.0,13.0,7.0,5.0,6.0,8.0,30.0,36.0,9.0,8.0,29.0,14.0,0.0,7.0,8.0,-5.0,-24.0,-5.0,-7.0,-26.0,-23.0,-24.0,-28.0,-31.0,-22.0,-20.0,-23.0,-16.0,-15.0,-22.0,-28.0,-24.0,-18.0,-19.0,-17.0,-9.0,-8.0
18163,3.0,0.0,1.0,-2.0,3.0,-2.0,4.0,7.0,6.0,3.0,9.0,13.0,14.0,12.0,15.0,14.0,9.0,23.0,18.0,19.0,10.0,14.0,14.0,13.0,18.0,25.0,30.0,33.0,15.0,13.0,42.0,30.0,18.0,26.0,21.0,5.0,-13.0,12.0,5.0,-11.0,-6.0,-9.0,-18.0,-16.0,-6.0,-7.0,2.0,4.0,2.0,-11.0,-17.0,-5.0,0.0,-4.0,2.0,-1.0,-3.0
18089,6.0,3.0,-2.0,0.0,-1.0,-1.0,-3.0,9.0,8.0,2.0,-4.0,-7.0,3.0,1.0,12.0,12.0,7.0,8.0,4.0,8.0,-2.0,13.0,13.0,3.0,6.0,6.0,24.0,37.0,28.0,17.0,28.0,15.0,4.0,15.0,12.0,4.0,-23.0,-9.0,-7.0,-16.0,-19.0,-18.0,-18.0,-27.0,-15.0,-17.0,-10.0,-8.0,-8.0,-12.0,-15.0,-12.0,-8.0,-13.0,-7.0,-5.0,4.0
17167,0.0,2.0,-6.0,-2.0,0.0,1.0,6.0,9.0,7.0,-1.0,1.0,-1.0,14.0,10.0,17.0,16.0,10.0,13.0,16.0,18.0,8.0,16.0,15.0,6.0,13.0,16.0,41.0,41.0,17.0,28.0,30.0,15.0,6.0,14.0,24.0,-6.0,-39.0,-19.0,-18.0,-11.0,-10.0,-12.0,-21.0,-18.0,-9.0,-11.0,-1.0,-1.0,-5.0,-8.0,-11.0,-6.0,-4.0,-10.0,0.0,1.0,1.0
17097,7.0,0.0,1.0,1.0,0.0,1.0,7.0,18.0,12.0,15.0,5.0,7.0,9.0,10.0,16.0,17.0,16.0,16.0,17.0,14.0,12.0,25.0,17.0,11.0,20.0,25.0,50.0,62.0,44.0,26.0,36.0,27.0,18.0,24.0,39.0,8.0,-35.0,-22.0,-13.0,-10.0,-13.0,-11.0,-15.0,-25.0,-14.0,-10.0,-5.0,-5.0,-6.0,-6.0,-17.0,-12.0,-8.0,-11.0,-4.0,-1.0,0.0
18105,14.0,5.0,4.0,3.0,3.0,2.0,9.0,18.0,7.0,1.0,5.0,-2.0,5.0,8.0,23.0,13.0,8.0,14.0,10.0,11.0,7.0,23.0,11.0,13.0,11.0,13.0,27.0,36.0,11.0,-3.0,23.0,10.0,-3.0,-2.0,8.0,-2.0,-22.0,6.0,-9.0,-26.0,-26.0,-25.0,-26.0,-33.0,-25.0,-24.0,-22.0,-17.0,-16.0,-21.0,-29.0,-19.0,-15.0,-19.0,-17.0,-16.0,-12.0
33011,-7.0,-6.0,4.0,-13.0,-2.0,-2.0,-6.0,-6.0,-6.0,-4.0,-6.0,-2.0,-5.0,-4.0,-4.0,0.0,3.0,5.0,-2.0,5.0,-4.0,-1.0,0.0,4.0,4.0,8.0,31.0,33.0,16.0,4.0,25.0,16.0,12.0,5.0,14.0,-4.0,-18.0,-11.0,-17.0,-11.0,-2.0,-5.0,-23.0,-37.0,-22.0,-14.0,-13.0,-16.0,-16.0,-21.0,-28.0,-17.0,-17.0,-17.0,-20.0,-13.0,-9.0
34017,-9.0,-6.0,4.0,-1.0,-1.0,-1.0,-4.0,-2.0,0.0,1.0,-6.0,0.0,0.0,1.0,-2.0,4.0,11.0,6.0,9.0,14.0,-1.0,8.0,7.0,14.0,14.0,17.0,39.0,37.0,17.0,5.0,19.0,11.0,7.0,2.0,10.0,-2.0,-30.0,-38.0,-12.0,-24.0,-16.0,-16.0,-34.0,-38.0,-24.0,-23.0,-17.0,-9.0,4.0,-3.0,-18.0,-1.0,-8.0,-11.0,-12.0,-14.0,-16.0
32031,1.0,3.0,3.0,1.0,0.0,3.0,10.0,7.0,10.0,8.0,10.0,12.0,15.0,13.0,14.0,7.0,13.0,17.0,14.0,16.0,14.0,6.0,11.0,11.0,15.0,15.0,23.0,27.0,11.0,7.0,23.0,14.0,7.0,3.0,4.0,-12.0,-16.0,-12.0,-12.0,-12.0,-11.0,-10.0,-19.0,-21.0,-14.0,-9.0,-6.0,-4.0,-4.0,-18.0,-23.0,-17.0,-13.0,-10.0,-8.0,-6.0,-11.0
36001,-4.0,-6.0,2.0,-7.0,-3.0,-3.0,-5.0,-3.0,0.0,2.0,0.0,-1.0,1.0,7.0,4.0,13.0,15.0,15.0,8.0,13.0,10.0,12.0,13.0,16.0,9.0,15.0,32.0,34.0,18.0,11.0,28.0,17.0,7.0,4.0,7.0,-5.0,-15.0,-29.0,-19.0,-18.0,-11.0,-15.0,-25.0,-30.0,-19.0,-15.0,-12.0,-12.0,-15.0,-16.0,-23.0,-8.0,20.0,15.0,15.0,26.0,37.0
32003,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,-6.0,2.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,4.0,9.0,8.0,8.0,6.0,4.0,4.0,6.0,3.0,9.0,10.0,24.0,23.0,21.0,26.0,21.0,10.0,-4.0,-7.0,-16.0,-22.0,-19.0,-17.0,-17.0,-18.0,-19.0,-21.0,-26.0,-18.0,-14.0,-9.0,-14.0,-14.0,-18.0,-24.0,-20.0,-19.0,-20.0,-20.0,-19.0,-15.0
34031,-4.0,-5.0,1.0,-1.0,-1.0,0.0,-3.0,-1.0,-2.0,-2.0,-3.0,0.0,0.0,-1.0,-2.0,1.0,3.0,6.0,7.0,12.0,0.0,6.0,3.0,6.0,10.0,11.0,27.0,30.0,18.0,3.0,18.0,9.0,5.0,2.0,6.0,2.0,-30.0,-34.0,-17.0,-25.0,-16.0,-18.0,-29.0,-34.0,-22.0,-22.0,-17.0,-13.0,-6.0,-9.0,-23.0,-9.0,-9.0,-13.0,-11.0,-14.0,-14.0
34039,-7.0,-5.0,0.0,-1.0,-2.0,-3.0,-4.0,-2.0,-1.0,-3.0,-4.0,-1.0,0.0,1.0,0.0,4.0,4.0,3.0,5.0,8.0,-1.0,6.0,5.0,7.0,12.0,12.0,29.0,32.0,18.0,7.0,20.0,6.0,4.0,0.0,10.0,4.0,-26.0,-33.0,-16.0,-23.0,-17.0,-18.0,-28.0,-32.0,-24.0,-24.0,-19.0,-14.0,-2.0,-8.0,-19.0,-7.0,-12.0,-12.0,-11.0,-13.0,-12.0
34013,-4.0,-6.0,-2.0,0.0,-1.0,-3.0,-3.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,-1.0,2.0,5.0,7.0,7.0,10.0,-1.0,5.0,3.0,8.0,10.0,11.0,24.0,29.0,20.0,9.0,19.0,9.0,4.0,1.0,8.0,7.0,-23.0,-31.0,-14.0,-23.0,-16.0,-17.0,-26.0,-27.0,-22.0,-22.0,-16.0,-15.0,-9.0,-11.0,-20.0,-10.0,-11.0,-14.0,-15.0,-16.0,-13.0
35013,6.0,6.0,2.0,2.0,3.0,1.0,0.0,4.0,-1.0,3.0,-2.0,7.0,5.0,9.0,12.0,10.0,10.0,3.0,11.0,8.0,7.0,14.0,2.0,11.0,9.0,17.0,30.0,37.0,22.0,15.0,23.0,20.0,12.0,15.0,15.0,4.0,0.0,7.0,-3.0,-13.0,-19.0,-21.0,-21.0,-19.0,-15.0,-9.0,-11.0,-10.0,-8.0,-15.0,-14.0,-12.0,-9.0,-16.0,-13.0,-14.0,-14.0
20177,3.0,6.0,5.0,-1.0,4.0,-5.0,1.0,5.0,7.0,1.0,-2.0,8.0,1.0,12.0,12.0,19.0,9.0,14.0,13.0,7.0,5.0,11.0,14.0,2.0,6.0,16.0,22.0,30.0,16.0,12.0,19.0,19.0,24.0,23.0,19.0,9.0,-1.0,4.0,3.0,22.0,-21.0,-17.0,-17.0,-16.0,-16.0,-12.0,-3.0,-11.0,-16.0,-9.0,-16.0,-14.0,-12.0,-8.0,-13.0,-11.0,-2.0
18141,0.0,2.0,-4.0,-3.0,-1.0,-3.0,-3.0,6.0,7.0,0.0,2.0,-7.0,0.0,2.0,11.0,13.0,7.0,10.0,6.0,8.0,-1.0,15.0,11.0,5.0,6.0,8.0,23.0,26.0,15.0,9.0,25.0,12.0,3.0,16.0,1.0,-5.0,-18.0,-2.0,-6.0,-16.0,-14.0,-16.0,-20.0,-26.0,-14.0,-15.0,-9.0,-4.0,-5.0,-17.0,-15.0,-10.0,-6.0,-7.0,-3.0,-5.0,-4.0
19013,12.0,7.0,-4.0,-4.0,1.0,1.0,-4.0,10.0,8.0,5.0,-4.0,8.0,0.0,3.0,13.0,13.0,7.0,10.0,12.0,2.0,6.0,20.0,16.0,3.0,8.0,17.0,14.0,19.0,16.0,14.0,36.0,23.0,9.0,-5.0,-3.0,2.0,-18.0,-10.0,-14.0,-9.0,-13.0,-16.0,-14.0,-23.0,-9.0,-12.0,-2.0,-9.0,-12.0,0.0,-9.0,-8.0,-8.0,-7.0,-10.0,-7.0,-3.0
18157,11.0,3.0,0.0,2.0,4.0,2.0,2.0,14.0,8.0,0.0,5.0,-4.0,4.0,6.0,19.0,11.0,7.0,8.0,6.0,7.0,3.0,14.0,8.0,5.0,7.0,13.0,25.0,31.0,7.0,2.0,27.0,17.0,6.0,12.0,3.0,-2.0,-23.0,2.0,-1.0,-23.0,-27.0,-26.0,-29.0,-37.0,-21.0,-20.0,-16.0,-16.0,-16.0,-24.0,-28.0,-22.0,-14.0,-16.0,-17.0,-15.0,-12.0
20173,5.0,5.0,0.0,3.0,2.0,-7.0,-2.0,4.0,1.0,0.0,0.0,6.0,1.0,5.0,9.0,13.0,5.0,12.0,10.0,5.0,4.0,7.0,8.0,5.0,10.0,10.0,19.0,35.0,19.0,8.0,20.0,27.0,23.0,16.0,22.0,8.0,-4.0,4.0,12.0,-9.0,-12.0,-11.0,-14.0,-16.0,-17.0,-7.0,-5.0,-9.0,-8.0,-13.0,-16.0,-11.0,-9.0,-8.0,-10.0,-5.0,-3.0
20045,6.0,17.0,5.0,3.0,8.0,-2.0,7.0,0.0,16.0,-2.0,-4.0,10.0,2.0,15.0,7.0,20.0,7.0,9.0,16.0,5.0,13.0,3.0,12.0,-5.0,4.0,16.0,20.0,29.0,9.0,10.0,10.0,9.0,12.0,4.0,14.0,-9.0,-9.0,0.0,-30.0,-17.0,-24.0,-16.0,-25.0,-20.0,-24.0,-19.0,-11.0,-20.0,-17.0,-23.0,-21.0,-26.0,-23.0,-14.0,-21.0,-11.0,-16.0
19153,16.0,24.0,12.0,10.0,9.0,6.0,10.0,17.0,25.0,14.0,7.0,15.0,10.0,17.0,24.0,36.0,22.0,22.0,24.0,10.0,20.0,27.0,33.0,17.0,22.0,26.0,29.0,36.0,21.0,37.0,49.0,37.0,14.0,6.0,10.0,4.0,-7.0,-2.0,-4.0,-4.0,-10.0,-4.0,-7.0,-9.0,-6.0,-1.0,3.0,-5.0,-3.0,2.0,-2.0,-3.0,-3.0,-3.0,-8.0,4.0,5.0
19103,5.0,7.0,-8.0,-9.0,-8.0,-7.0,-4.0,5.0,9.0,-2.0,-12.0,-3.0,-7.0,-3.0,9.0,12.0,-5.0,-1.0,1.0,-5.0,2.0,12.0,12.0,-6.0,2.0,4.0,6.0,14.0,-1.0,0.0,12.0,4.0,-16.0,-22.0,-17.0,-20.0,-34.0,-28.0,-27.0,-27.0,-29.0,-27.0,-29.0,-36.0,-27.0,-25.0,-24.0,-28.0,-27.0,-23.0,-30.0,-31.0,-25.0,-29.0,-29.0,-21.0,-24.0
20209,-15.0,1.0,-5.0,-15.0,1.0,-17.0,-5.0,-11.0,2.0,-8.0,-13.0,13.0,-2.0,18.0,10.0,26.0,12.0,12.0,25.0,2.0,19.0,10.0,25.0,8.0,11.0,30.0,28.0,45.0,13.0,16.0,21.0,18.0,30.0,8.0,29.0,8.0,24.0,20.0,-31.0,-10.0,-24.0,-10.0,-18.0,-10.0,-15.0,-14.0,10.0,-15.0,1.0,-13.0,-9.0,-18.0,-13.0,1.0,-15.0,1.0,-8.0
