,FIPS,Lat,Long_,01-22-2020,01-23-2020,01-24-2020,01-25-2020,01-26-2020,01-27-2020,01-28-2020,01-29-2020,01-30-2020,01-31-2020,02-01-2020,02-02-2020,02-03-2020,02-04-2020,02-05-2020,02-06-2020,02-07-2020,02-08-2020,02-09-2020,02-10-2020,02-11-2020,02-12-2020,02-13-2020,02-14-2020,02-15-2020,02-16-2020,02-17-2020,02-18-2020,02-19-2020,02-20-2020,02-21-2020,02-22-2020,02-23-2020,02-24-2020,02-25-2020,02-26-2020,02-27-2020,02-28-2020,02-29-2020,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-20-2020,04-21-2020,04-22-2020
0,17031,41.84144849,-87.81658794,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,34,36,35,36,32,35,37,35,40,31,34,38,34,36,37,43,31,25,21,31,36,35,36,22,36,11,22,37,37,31,33,33,32,25,21,36,38,38,28,26,36,46,21,42,37,43,39,42,39,46,36,42,39,37,42,39,45,42,46,41,32
1,17197,41.44619267,-87.97862712,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,31,31,32,34,36,28,31,33,33,30,35,41,30,35,38,37,35,34,42,30,21,22,28,34,34,36,26,32,13,25,30,35,24,31,25,34,24,22,32,42,41,26,32,39,40,21,34,29,39,42,38,39,37,33,36,40,39,38,34,44,41,42,44,43
2,17043,41.85116968,-88.08642662,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,11,7,33,35,36,39,32,34,38,36,36,35,42,31,21,21,30,34,31,32,24,32,13,20,35,34,30,31,31,32,22,28,35,37,41,27,25,40,46,17,43,35,42,41,40,38,45,33,40,40,38,42,37,45,43,43,42,34
3,01073,33.55554728,-86.89506300000002,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,34,22,29,30,25,34,24,35,35,35,35,37,37,30,35,35,NAN,33,34,43,31,37,39,38,39,39,45,31,25,20,31,37,33,32,26,35,21,23,30,38,27,37,32,38,20,25,36,42,45,29,39,44,NAN,29,42,35,40,42,41,42,44,36,40,42,40,37,43,45,46,44,44,45
4,26161,42.253105,-83.83853204,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,36,32,37,39,35,41,32,33,38,34,37,36,43,31,29,22,31,36,33,35,23,39,15,15,35,38,30,35,36,31,26,25,32,36,38,27,28,31,44,29,42,37,39,38,40,37,45,37,40,37,37,41,40,44,43,44,40,29
5,26163,42.28098405,-83.281255,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,34,36,35,36,32,35,37,35,40,31,34,38,34,36,37,43,31,25,21,31,36,35,36,22,36,11,22,37,37,31,33,33,32,25,21,36,38,38,28,26,36,46,21,42,37,43,39,42,39,46,36,42,39,37,42,39,45,42,46,41,32
6,36029,42.76249024,-78.73063652,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,32,35,34,35,32,36,38,36,42,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,20,31,34,30,34,26,35,13,16,30,37,29,29,32,31,20,29,31,33,41,25,31,40,44,34,41,31,37,33,38,36,44,37,39,35,35,40,41,43,43,41,38,29
7,25027,42.35026951,-71.90493363,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,36,32,37,39,35,41,32,33,38,34,37,36,43,31,29,22,31,36,33,35,23,39,15,15,35,38,30,35,36,31,26,25,32,36,38,27,28,31,44,29,42,37,39,38,40,37,45,37,40,37,37,41,40,44,43,44,40,29
8,01097,30.78472347,-88.20842409,31,25,32,26,20,31,NAN,NAN,36,29,28,39,NAN,33,NAN,19,33,36,37,28,18,27,31,NAN,40,38,29,22,23,31,34,40,40,26,31,34,39,41,44,49,31,32,40,36,42,41,44,42,33,29,34,25,32,22,32,36,28,31,33,26,30,19,32,40,49,46,38,46,46,37,46,44,49,51,58,74,32,25,44,46,58,44,33,44,50,51,46,38,28,47,46,35
9,25013,42.13440424,-72.63235561,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,30,31,27,34,28,32,33,36,34,35,34,31,33,34,36,37,39,34,34,31,36,34,30,34,38,37,29,22,25,36,30,37,32,35,20,22,32,35,37,34,35,36,31,32,24,34,31,23,27,40,43,32,33,40,38,40,40,36,43,37,36,37,35,38,38,44,40,43,38,34
10,25009,42.6687626,-70.94687179,23,18,22,13,22,22,21,27,27,23,21,31,26,26,31,30,31,30,31,24,31,26,30,32,30,37,35,35,36,36,36,35,36,39,37,37,37,39,39,35,33,32,35,34,35,36,39,38,31,32,28,38,32,40,36,34,29,27,35,36,38,34,40,37,33,31,26,37,31,27,38,42,43,35,34,41,36,42,40,41,44,42,38,39,37,39,40,45,39,42,36,39
11,36119,41.16278376,-73.75741653,33,31,32,28,27,33,38,34,31,29,32,31,31,32,32,31,34,34,33,29,36,35,31,35,35,33,38,35,39,38,40,36,43,37,36,31,38,40,40,41,40,32,34,38,36,38,41,48,32,32,33,41,33,41,40,31,36,27,33,37,38,31,38,38,44,35,31,39,35,36,46,44,38,34,35,37,47,37,44,40,41,46,39,44,42,41,41,47,44,43,39,43
12,25005,41.79228404,-71.10872211,31,25,32,26,20,31,NAN,NAN,36,29,28,39,NAN,33,NAN,19,33,36,37,28,18,27,31,NAN,40,38,29,22,23,31,34,40,40,26,31,34,39,41,44,49,31,32,40,36,42,41,44,42,33,29,34,25,32,22,32,36,28,31,33,26,30,19,32,40,49,46,38,46,46,37,46,44,49,51,58,74,32,25,44,46,58,44,33,44,50,51,46,38,28,47,46,35
13,25021,42.16073095,-71.20530408,36,36,30,33,27,24,36,40,35,34,24,32,29,26,32,25,33,34,32,31,31,36,32,35,35,31,40,32,40,37,39,43,44,45,37,40,39,38,36,37,45,42,37,38,39,40,43,47,41,38,31,36,36,44,38,33,42,35,31,39,41,36,38,38,43,43,40,41,40,43,39,34,NAN,38,34,40,45,42,41,33,41,45,43,44,44,39,44,39,51,41,40,43
14,04013,33.34835867,-112.49181540000001,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,34,40,30,32,39,39,44,42,31,31,35,31,29,24,17,28,31,31,31,24,33,19,27,33,54,41,35,44,37,40,39,42,54,49,51,48,37,29,44,44,47,41,27,43,47,49,49,38,32,44,44,41
15,18097,39.78163624,-86.13826325,NAN,NAN,NAN,18,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,37,35,40,43,43,37,42,36,35,31,31,44,35,33,28,31,26,33,29,30,34,41,58,31,34,36,43,41,49,47,50,44,44,44,33,28,38,46,50,30,64,37,44,51,44,36,29,42,49,51
16,18057,40.07306535,-86.05244729,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17,18089,41.41874274,-87.38277575,15,6,15,21,16,13,NAN,23,19,16,6,15,16,13,19,16,19,24,18,17,14,28,29,33,32,28,40,31,38,37,34,40,42,41,34,43,37,36,35,35,43,44,37,38,39,40,41,45,38,38,34,37,38,43,40,30,41,36,32,38,38,37,38,38,42,40,39,41,41,40,36,32,36,34,32,40,43,39,40,32,38,46,42,44,43,39,43,39,50,38,42,40
18,17097,42.3224907,-88.00367925,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
19,34017,40.73766234,-74.07515667,31,25,32,26,20,31,NAN,NAN,36,29,28,39,NAN,33,NAN,19,33,36,37,28,18,27,31,NAN,40,38,29,22,23,31,34,40,40,26,31,34,39,41,44,49,31,32,40,36,42,41,44,42,33,29,34,25,32,22,32,36,28,31,33,26,30,19,32,40,49,46,38,46,46,37,46,44,49,51,58,74,32,25,44,46,58,44,33,44,50,51,46,38,28,47,46,35
20,32031,40.66562265,-119.6631594,30,19,25,38,28,19,35,37,30,37,27,28,23,19,25,28,31,34,38,34,26,35,29,33,37,34,37,35,38,35,33,35,40,46,38,39,39,36,36,34,45,44,36,36,39,40,39,43,39,36,37,38,36,44,40,35,42,34,32,41,39,38,38,36,42,44,39,42,39,41,36,34,38,33,34,42,46,40,44,33,39,46,44,42,43,40,44,42,47,36,44,41
21,36001,42.60060306,-73.97723916,31,31,34,35,28,21,32,37,28,34,27,30,27,19,28,31,31,34,32,30,26,35,26,32,32,30,38,31,37,35,33,39,43,44,36,39,37,37,35,34,41,41,35,37,36,39,40,44,38,34,32,35,35,42,37,29,39,33,31,38,38,34,36,33,35,38,37,36,35,35,31,27,NAN,30,31,37,42,33,35,30,34,40,35,39,40,37,39,37,44,33,36,38
22,32003,36.21458855,-115.0130241,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
23,34031,41.03238628,-74.29954144,34,36,37,39,47,41,43,41,41,44,39,43,45,39,40,38,41,47,41,38,39,39,42,44,47,64,74,61,58,48,37,35,43,43,47,42,39,40,47,44,40,42,44,44,47,47,43,45,34,22,32,34,39,44,48,41,44,49,50,58,54,51,71,64,46,49,49,64,67,54,74,50,58,71,48,48,46,40,58,74,45,47,46,51,77,64,61,50,64,77,64,80
24,34039,40.65835409,-74.30680092,35,35,35,37,37,35,40,39,40,40,38,37,42,38,36,35,34,35,43,30,36,40,36,38,43,42,37,41,36,30,31,27,41,44,40,NAN,41,40,43,43,42,43,46,44,44,44,35,45,38,31,33,40,41,43,48,42,41,44,39,43,50,58,54,51,41,49,44,48,48,49,50,45,48,45,47,50,46,51,50,61,64,44,34,50,46,48,51,51,48,51,58,58
25,34013,40.78681335,-74.24657979,29,23,18,25,29,26,22,26,22,25,22,31,41,27,30,31,33,29,25,26,27,24,30,31,31,35,30,27,33,34,33,37,36,31,30,35,34,33,36,43,33,35,35,36,32,35,43,39,26,19,30,34,37,34,30,30,16,26,29,32,31,34,31,39,34,26,33,41,40,29,28,41,48,24,30,37,40,44,38,36,45,37,36,40,35,38,36,44,39,44,41,43
26,25017,42.48607732,-71.39049229,28,20,17,20,30,31,29,27,31,25,23,33,26,31,31,33,38,31,28,26,30,27,32,31,32,34,30,31,35,38,35,39,37,25,33,37,36,38,36,39,32,33,36,36,31,35,41,38,25,20,28,35,32,33,25,29,18,21,31,32,34,35,34,32,31,25,31,34,34,23,21,40,46,24,33,44,38,41,41,34,44,38,36,38,36,40,36,44,41,44,41,33
27,34021,40.28047017,-74.70479631,29,23,18,25,29,26,22,26,22,25,22,31,41,27,30,31,33,29,25,26,27,24,30,31,31,35,30,27,33,34,33,37,36,31,30,35,34,33,36,43,33,35,35,36,32,35,43,39,26,19,30,34,37,34,30,30,16,26,29,32,31,34,31,39,34,26,33,41,40,29,28,41,48,24,30,37,40,44,38,36,45,37,36,40,35,38,36,44,39,44,41,43
28,06001,37.64629437,-121.8929271,27,26,20,23,24,23,23,22,21,19,26,32,44,29,24,32,34,26,35,20,29,24,28,28,35,33,33,26,33,32,31,35,35,30,24,33,37,36,38,44,36,40,38,40,35,38,44,39,21,24,29,34,32,33,31,33,20,26,28,33,26,30,25,39,44,34,34,41,42,37,31,42,50,19,28,41,39,48,45,39,43,38,37,42,42,46,34,44,33,46,44,41
29,06059,33.70147516,-117.76459979999998,25,24,15,19,23,35,31,31,26,28,23,33,31,36,34,37,36,31,27,33,31,25,32,30,30,27,30,37,41,39,35,37,35,37,38,39,37,39,34,40,34,32,38,35,40,37,42,36,31,21,31,37,35,40,24,41,19,23,40,37,32,37,37,36,30,34,36,36,39,31,28,36,48,28,41,44,41,36,42,38,46,36,41,37,39,40,42,44,40,43,41,29
30,06013,37.91923498,-121.9289527,NAN,NAN,20,31,32,27,30,25,20,20,27,30,34,27,26,35,38,31,28,28,35,26,30,31,26,34,21,34,32,NAN,35,40,40,31,34,36,37,34,39,45,32,38,42,40,38,40,46,32,25,28,32,38,36,39,31,33,20,28,31,39,27,32,30,40,25,24,40,44,44,33,39,44,44,25,40,37,43,49,44,43,43,37,40,44,43,41,39,49,43,45,45,48
31,22071,30.06971951,-89.92660315,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,0,0,0,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,37,41,38,43,35,35,40,36,40,35,44,31,31,24,33,39,34,38,27,42,24,14,38,NAN,35,35,39,33,31,31,30,36,41,31,29,32,47,24,39,43,42,38,42,41,47,42,43,39,37,42,44,45,40,45,43,38
32,21111,38.18664655,-85.65931031,29,23,18,25,29,26,22,26,22,25,22,31,41,27,30,31,33,29,25,26,27,24,30,31,31,35,30,27,33,34,33,37,36,31,30,35,34,33,36,43,33,35,35,36,32,35,43,39,26,19,30,34,37,34,30,30,16,26,29,32,31,34,31,39,34,26,33,41,40,29,28,41,48,24,30,37,40,44,38,36,45,37,36,40,35,38,36,44,39,44,41,43
33,22051,29.74075478,-90.11115756,28,20,17,20,30,31,29,27,31,25,23,33,26,31,31,33,38,31,28,26,30,27,32,31,32,34,30,31,35,38,35,39,37,25,33,37,36,38,36,39,32,33,36,36,31,35,41,38,25,20,28,35,32,33,25,29,18,21,31,32,34,35,34,32,31,25,31,34,34,23,21,40,46,24,33,44,38,41,41,34,44,38,36,38,36,40,36,44,41,44,41,33
34,22033,30.53842039,-91.09777565,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,28,31,NAN,37,27,36,35,32,41,24,40,38,39,42,44,42,28,40,39,39,36,36,44,44,38,38,39,NAN,42,46,42,37,33,37,38,44,39,29,42,35,33,39,40,35,40,39,42,42,41,41,40,43,39,32,36,37,32,41,44,40,39,34,39,46,42,44,43,39,44,39,51,41,41,42
35,06029,35.34329425,-118.72777959999999,22,10,16,23,18,20,32,32,19,22,14,23,25,20,25,6,29,31,22,18,24,30,23,31,24,20,35,25,36,33,34,32,39,26,20,31,35,33,33,38,37,29,36,33,28,37,35,40,31,29,26,39,36,37,35,28,35,20,35,38,37,28,35,31,33,41,35,33,24,32,39,39,29,34,20,39,42,37,41,34,42,44,41,41,43,39,41,36,46,36,37,37
36,06037,34.30828379,-118.22824109999999,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
37,06073,33.03484597,-116.73653259999999,32,22,33,35,19,23,34,36,33,16,27,30,30,29,32,25,31,35,32,27,34,36,31,31,35,29,39,34,39,36,40,41,44,46,45,33,38,39,32,39,35,41,37,34,35,39,43,47,34,34,33,36,34,40,39,31,41,33,31,37,36,36,36,38,42,35,31,39,34,36,42,35,32,38,34,39,46,42,39,33,42,46,42,42,42,38,43,42,47,42,39,43
38,36061,40.76727260000001,-73.97152637,36,31,33,32,36,41,35,38,36,34,32,47,39,38,37,35,35,45,41,40,41,37,38,40,48,58,42,41,39,40,41,34,37,39,42,40,35,35,44,44,41,37,36,39,46,47,44,42,38,34,34,37,43,46,44,48,43,44,43,49,47,44,46,47,44,43,46,48,49,51,46,45,48,49,43,40,39,43,44,44,45,41,49,47,44,61,48,49,51,54,49,50
39,06071,34.84060306,-116.1774685,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,30,34,31,32,31,29,38,30,37,37,37,37,43,40,28,39,36,37,NAN,40,41,34,38,36,35,39,40,47,39,33,30,41,36,40,34,32,33,33,37,39,39,34,36,31,42,44,40,39,29,31,40,39,31,37,31,41,48,40,42,35,43,44,41,42,43,39,44,39,49,41,38,40
40,06067,38.45106826,-121.34253740000001,22,10,16,23,18,20,32,32,19,22,14,23,25,20,25,6,29,31,22,18,24,30,23,31,24,20,35,25,36,33,34,32,39,26,20,31,35,33,33,38,37,29,36,33,28,37,35,40,31,29,26,39,36,37,35,28,35,20,35,38,37,28,35,31,33,41,35,33,24,32,39,39,29,34,20,39,42,37,41,34,42,44,41,41,43,39,41,36,46,36,37,37
41,25025,42.327951399999996,-71.07850442,22,10,16,23,18,20,32,32,19,22,14,23,25,20,25,6,29,31,22,18,24,30,23,31,24,20,35,25,36,33,34,32,39,26,20,31,35,33,33,38,37,29,36,33,28,37,35,40,31,29,26,39,36,37,35,28,35,20,35,38,37,28,35,31,33,41,35,33,24,32,39,39,29,34,20,39,42,37,41,34,42,44,41,41,43,39,41,36,46,36,37,37
42,22017,32.57991587,-93.88375652,35,37,39,39,38,43,42,42,44,42,41,38,40,39,36,38,37,38,40,36,30,35,43,42,44,45,44,43,38,32,31,39,45,41,44,41,44,40,42,36,35,50,42,44,47,45,31,36,31,31,34,35,47,46,50,33,41,46,44,44,51,58,49,49,36,48,48,49,54,67,46,47,44,46,46,44,42,44,44,49,51,43,47,47,54,58,50,46,50,50,50,54
43,24510,39.30211911,-76.61151012,24,19,22,22,17,25,23,20,19,26,32,32,28,29,26,32,30,30,26,31,31,29,31,32,30,31,33,32,32,34,34,35,34,32,34,34,33,NAN,42,42,32,39,38,38,38,46,43,22,19,36,33,31,31,28,19,21,19,36,34,39,21,21,21,41,22,12,36,41,48,61,47,44,27,31,33,31,169,46,44,46,45,34,39,44,58,31,41,46,41,44,46,31
44,25023,41.94070556,-70.80802823,26,23,16,17,23,31,32,31,28,30,22,33,30,30,29,32,36,35,28,31,31,27,31,30,31,31,31,34,35,38,34,38,36,31,36,37,35,38,38,40,36,32,38,35,35,36,44,39,30,20,31,36,35,37,30,39,20,24,32,34,33,40,33,42,29,32,32,35,37,24,28,40,48,23,39,46,43,38,41,37,45,38,38,37,39,38,39,44,41,44,41,33
